account_age_days,followers_count,following_count,follower_following_ratio,total_tweets,tweets_per_day,has_profile_image,has_bio,bio_length,has_url,username_length,username_digit_ratio,has_default_profile,listed_count,favorites_count,favorites_per_day,retweet_ratio,avg_tweets_per_hour_variance,unique_sources_count,is_verified,label
2242,387,1301,0.2975,0,0.0,1,1,65,0,10,0.1186,1,13,6509,2.9032,0.1836,8.9574,1,0,0
3570,2137,253,8.4466,602,0.1686,1,1,80,1,5,0.2016,0,0,0,0.0,0.3088,12.1678,5,0,0
196,23,2614,0.0088,44785,228.4949,0,0,0,0,12,0.7016,0,0,28,0.1429,0.6241,0.4378,1,0,1
835,1034,338,3.0592,5354,6.412,0,1,110,1,6,0.2235,0,16,8366,10.0192,0.324,4.8329,5,0,0
573,0,710,0.0,3989,6.9616,1,1,26,1,11,0.1782,0,10,2583,4.5079,0.1678,12.0098,5,0,0
36,4741,411,11.5353,94399,2622.1944,1,1,53,0,12,0.1441,0,0,442,12.2778,0.9465,0.5719,2,0,1
2157,1673,450,3.7178,4782,2.217,1,1,120,1,10,0.289,1,4,10728,4.9736,0.2745,14.3116,3,0,0
4035,0,584,0.0,5418,1.3428,0,1,94,0,4,0.0347,0,0,0,0.0,0.4933,12.1432,3,0,0
768,1162,123,9.4472,17190,22.3828,1,0,0,0,11,0.134,0,0,480,0.625,0.9337,1.5974,1,0,1
1917,913,545,1.6752,1865,0.9729,1,1,88,0,15,0.2621,0,18,4276,2.2306,0.4758,12.3868,1,0,0
54,32,4552,0.007,8702,161.1481,1,0,0,1,13,0.4227,1,1,68,1.2593,0.8125,0.6913,1,0,1
452,5,3876,0.0013,61,0.135,1,1,41,0,10,0.2628,1,0,15,0.0332,0.26,0.3376,1,0,1
616,1115,1743,0.6397,5698,9.25,1,1,113,0,11,0.1242,0,0,2685,4.3588,0.5642,1.8456,3,0,1
2638,0,748,0.0,0,0.0,1,0,0,1,13,0.0173,0,11,1323,0.5015,0.2839,5.8444,4,0,0
536,2804,247,11.3522,74058,138.1679,0,1,39,1,12,0.1308,1,7,132,0.2463,0.7552,0.6,1,0,1
930,4,6093,0.0007,164,0.1763,1,0,0,0,18,0.4706,0,0,38,0.0409,0.1278,1.4261,1,0,1
2683,284,338,0.8402,5336,1.9888,1,0,0,0,12,0.1335,0,18,8329,3.1044,0.1044,9.3288,2,0,0
643,2553,439,5.8155,16970,26.3919,1,1,90,0,12,0.3716,1,1,1406,2.1866,0.3528,1.2173,1,0,1
3742,0,417,0.0,1353,0.3616,1,0,0,1,10,0.1376,1,0,11649,3.113,0.2252,13.1824,5,0,0
1842,0,710,0.0,977,0.5304,1,1,93,0,4,0.1337,0,18,0,0.0,0.4236,3.0684,5,0,0
2173,323,424,0.7618,6000,2.7612,1,1,90,0,7,0.1304,0,7,2368,1.0897,0.2506,14.0844,5,0,0
896,3,3164,0.0009,22,0.0246,1,0,0,0,7,0.217,1,0,20,0.0223,0.1817,1.0478,1,0,1
3970,0,500,0.0,0,0.0,1,1,83,1,6,0.1052,0,0,6374,1.6055,0.2406,13.0068,5,0,0
654,4428,373,11.8713,46444,71.0153,0,1,42,1,18,0.2495,0,4,53,0.081,0.9173,0.2846,2,0,1
4396,1633,174,9.3851,3540,0.8053,1,1,74,0,13,0.0114,0,0,0,0.0,0.4612,10.8002,5,0,0
3373,762,1,762.0,5215,1.5461,1,1,52,0,12,0.0852,0,14,0,0.0,0.3907,4.0804,1,0,0
4792,1361,259,5.2548,4790,0.9996,1,1,55,1,10,0.1736,0,0,5399,1.1267,0.468,13.1637,2,0,0
4086,0,971,0.0,2209,0.5406,1,1,62,1,6,0.1609,0,4,0,0.0,0.3003,8.6414,2,0,0
2613,724,50,14.48,6083,2.328,1,1,93,1,4,0.0634,0,0,2169,0.8301,0.3057,11.3602,2,0,0
2787,0,493,0.0,874,0.3136,1,1,44,0,8,0.0864,0,8,0,0.0,0.4477,3.6756,1,0,0
1298,843,400,2.1075,776,0.5978,1,1,115,0,11,0.1813,0,1,4601,3.5447,0.0598,11.2135,3,0,0
4987,83,538,0.1543,4755,0.9535,1,1,50,0,4,0.2512,0,12,2903,0.5821,0.1235,11.1632,3,0,0
85,3,3964,0.0008,141,1.6588,1,1,1,0,8,0.6469,0,0,12,0.1412,0.2683,1.189,1,0,1
1252,2083,682,3.0543,7496,5.9872,1,0,0,0,11,0.2905,0,8,718,0.5735,0.5484,0.7794,2,0,1
831,16,6286,0.0025,2,0.0024,0,0,0,0,7,0.6649,1,0,40,0.0481,0.0755,1.5802,1,0,1
2441,996,1,996.0,4742,1.9426,1,1,138,0,9,0.1398,0,18,0,0.0,0.0886,11.5131,4,0,0
363,521,1403,0.3713,15667,43.1598,1,0,0,1,18,0.1772,0,0,2206,6.0771,0.5601,1.5556,2,0,1
2600,949,1,949.0,0,0.0,1,1,45,0,13,0.2896,0,0,2868,1.1031,0.4979,2.9787,5,0,0
922,698,318,2.195,0,0.0,1,1,83,1,10,0.0376,0,2,0,0.0,0.2455,9.9873,5,0,0
728,0,293,0.0,4426,6.0797,1,1,117,0,9,0.2123,0,14,1555,2.136,0.3178,9.9603,4,0,0
1785,1147,629,1.8235,0,0.0,1,1,110,1,11,0.0956,0,0,0,0.0,0.2462,12.221,5,0,0
4410,120,234,0.5128,2782,0.6308,1,1,151,0,13,0.2145,0,0,8476,1.922,0.1465,8.1294,1,0,0
1282,0,446,0.0,0,0.0,1,0,0,1,14,0.0914,0,0,0,0.0,0.2049,3.1607,1,0,0
3033,2,106,0.0189,4693,1.5473,1,1,97,1,12,0.0479,0,0,4301,1.4181,0.4596,7.3258,5,0,0
497,4966,267,18.5993,95656,192.4668,0,0,0,1,19,0.4281,0,0,266,0.5352,0.9276,0.4935,1,0,1
3546,2175,959,2.268,1528,0.4309,1,1,134,0,14,0.1402,0,2,11085,3.1261,0.1682,5.0674,5,0,0
180,35,1048,0.0334,11176,62.0889,0,0,0,1,5,0.3341,0,0,89,0.4944,0.9498,0.7557,1,0,1
462,2405,159,15.1258,83312,180.329,0,0,0,0,5,0.2876,0,0,446,0.9654,0.7012,0.9944,1,0,1
247,4,3663,0.0011,175,0.7085,1,0,0,0,11,0.53,0,5,48,0.1943,0.2472,1.1912,1,0,1
1350,402,297,1.3535,0,0.0,1,1,80,1,10,0.2433,0,7,0,0.0,0.2591,10.8575,3,0,0
3599,896,1,896.0,3860,1.0725,1,1,37,1,15,0.1245,0,7,5689,1.5807,0.3364,4.0899,3,0,0
1510,777,633,1.2275,5480,3.6291,1,1,39,1,15,0.2645,0,2,11074,7.3338,0.1699,3.7146,5,0,0
2961,371,1,371.0,6849,2.3131,1,1,76,1,14,0.223,0,11,411,0.1388,0.4785,6.6874,1,0,0
3245,1303,325,4.0092,5251,1.6182,1,1,34,0,12,0.0324,0,0,0,0.0,0.4514,4.5403,4,0,0
1694,262,434,0.6037,0,0.0,1,1,49,1,4,0.1635,0,22,5114,3.0189,0.3057,14.8415,4,0,0
1616,888,302,2.9404,5425,3.3571,1,1,72,1,7,0.1656,0,4,0,0.0,0.2117,5.4003,5,0,0
867,17,5991,0.0028,170,0.1961,0,1,5,0,8,0.3287,1,2,27,0.0311,0.1182,0.6997,1,0,1
355,1103,1,1103.0,4716,13.2845,1,1,51,1,11,0.0336,0,10,0,0.0,0.1351,6.8043,1,0,0
1752,1420,713,1.9916,2574,1.4692,1,1,73,0,9,0.2771,0,9,8654,4.9395,0.0699,5.7248,5,0,0
4543,18,1,18.0,3013,0.6632,1,1,42,1,14,0.287,0,0,0,0.0,0.2637,10.4451,4,0,0
195,10,7399,0.0014,56,0.2872,1,1,11,0,11,0.4236,1,1,0,0.0,0.1953,1.2794,1,0,1
1373,0,732,0.0,1780,1.2964,1,1,159,1,10,0.2869,1,0,10338,7.5295,0.3101,4.1597,3,0,0
141,2502,463,5.4039,65004,461.0213,1,1,68,1,18,0.2385,0,4,428,3.0355,0.8899,0.5001,1,0,1
3099,973,954,1.0199,431,0.1391,1,0,0,1,7,0.0557,0,26,0,0.0,0.4431,13.4063,2,0,0
3077,890,519,1.7148,0,0.0,1,1,32,0,5,0.2685,0,0,13591,4.417,0.1978,8.2686,5,0,0
139,20,1459,0.0137,23971,172.4532,1,1,20,0,19,0.5083,1,0,74,0.5324,0.6159,1.4492,1,0,1
1600,1802,23,78.3478,622,0.3887,1,1,160,0,4,0.1162,0,0,0,0.0,0.4692,12.6519,5,0,0
3306,0,134,0.0,3441,1.0408,1,1,60,0,13,0.1131,0,0,10757,3.2538,0.0538,9.0248,4,0,0
3765,0,486,0.0,255,0.0677,1,1,72,1,15,0.0573,0,15,8142,2.1625,0.3285,13.7046,5,0,0
108,1,1296,0.0008,28493,263.8241,1,0,0,0,12,0.6617,0,0,88,0.8148,0.704,0.3372,1,0,1
4596,380,426,0.892,5083,1.106,1,1,44,0,11,0.1843,0,0,0,0.0,0.2316,5.5665,1,0,0
1930,2141,329,6.5076,4017,2.0813,1,1,30,0,10,0.1122,0,0,4213,2.1829,0.13,9.3171,5,0,0
898,238,1,238.0,0,0.0,1,1,82,1,15,0.241,0,8,0,0.0,0.1766,8.8788,3,0,0
53,3186,452,7.0487,71788,1354.4906,1,0,0,1,12,0.4711,1,7,399,7.5283,0.9571,0.8626,1,0,1
4206,423,665,0.6361,1561,0.3711,1,1,96,0,5,0.2516,0,9,11143,2.6493,0.2186,13.4549,4,0,0
1221,861,893,0.9642,0,0.0,1,1,67,1,6,0.1917,0,20,0,0.0,0.4223,3.3304,2,0,0
505,2015,232,8.6853,32635,64.6238,1,1,63,0,11,0.3628,0,4,440,0.8713,0.8769,0.2944,2,0,1
3406,0,321,0.0,1730,0.5079,1,1,66,1,14,0.1282,0,0,4291,1.2598,0.3045,13.0536,2,0,0
3457,0,333,0.0,1757,0.5082,1,1,26,1,9,0.2522,0,4,0,0.0,0.1267,9.4384,4,0,0
3938,0,1,0.0,830,0.2108,1,1,97,0,6,0.0257,0,22,8070,2.0493,0.3427,4.0804,5,0,0
1472,350,378,0.9259,0,0.0,1,0,0,1,10,0.2282,0,0,0,0.0,0.3914,7.2937,5,0,0
3877,1173,1268,0.9251,6915,1.7836,1,1,72,1,10,0.0137,0,4,2097,0.5409,0.299,9.5924,4,0,0
857,2409,1624,1.4834,8180,9.5449,1,1,80,1,15,0.1216,0,0,2337,2.727,0.56,2.6573,3,0,1
15,40,3384,0.0118,9605,640.3333,1,0,0,1,20,0.6774,1,0,49,3.2667,0.6382,0.1338,1,0,1
302,252,1,252.0,34,0.1126,1,1,49,0,7,0.1247,0,22,8785,29.0894,0.4955,7.3802,1,1,0
4331,72,112,0.6429,1799,0.4154,1,1,116,1,14,0.2695,1,0,2866,0.6617,0.1503,7.2759,3,0,0
1916,305,552,0.5525,1877,0.9796,1,0,0,0,14,0.0574,0,0,0,0.0,0.3094,9.6186,3,0,0
1121,385,543,0.709,7534,6.7208,1,0,0,1,13,0.2935,0,6,1964,1.752,0.105,12.8739,3,0,0
635,914,433,2.1109,0,0.0,1,1,129,1,14,0.1379,0,28,0,0.0,0.3257,9.8396,2,0,0
1185,462,32,14.4375,0,0.0,1,1,24,0,8,0.132,0,20,2591,2.1865,0.2042,6.7032,2,0,0
1957,982,962,1.0208,5883,3.0061,1,1,132,1,12,0.1357,0,22,0,0.0,0.4748,9.592,4,0,0
2439,1250,503,2.4851,1493,0.6121,1,1,87,1,13,0.0997,0,18,10929,4.4809,0.3343,8.9092,3,0,0
209,253,1,253.0,4244,20.3062,1,1,157,1,9,0.0397,0,2,0,0.0,0.4774,5.4725,5,0,0
3879,228,401,0.5686,0,0.0,1,1,32,0,14,0.0881,0,16,3681,0.949,0.1886,6.8907,4,0,0
638,90,399,0.2256,0,0.0,1,1,143,0,11,0.257,0,0,0,0.0,0.4184,12.831,1,0,0
243,84,487,0.1725,11502,47.3333,1,1,99,0,14,0.092,0,0,0,0.0,0.3532,13.889,1,0,0
729,16,3117,0.0051,176,0.2414,1,0,0,0,13,0.6764,0,5,1,0.0014,0.1917,1.0141,1,0,1
4676,373,328,1.1372,0,0.0,1,1,137,1,9,0.2867,0,0,8597,1.8385,0.2414,5.475,5,0,0
2754,0,1082,0.0,5928,2.1525,1,1,84,1,14,0.1032,0,5,8433,3.0621,0.0715,7.9567,3,0,0
3469,582,896,0.6496,4171,1.2024,1,1,150,1,10,0.113,0,0,11404,3.2874,0.086,14.0912,2,0,0
981,676,97,6.9691,3186,3.2477,1,1,107,1,15,0.1745,0,16,6044,6.1611,0.3994,8.9382,3,0,0
2811,876,512,1.7109,314,0.1117,1,1,117,1,14,0.2066,0,9,1556,0.5535,0.4663,13.141,1,0,0
3720,692,678,1.0206,0,0.0,1,1,67,1,14,0.0353,0,0,3831,1.0298,0.123,5.6205,5,0,0
3555,759,596,1.2735,2935,0.8256,1,1,82,0,11,0.1236,0,16,6757,1.9007,0.1118,4.593,5,0,0
2533,856,36,23.7778,616,0.2432,1,0,0,0,7,0.1025,0,18,0,0.0,0.1263,10.6269,5,0,0
2539,0,852,0.0,1469,0.5786,1,0,0,0,9,0.2804,0,8,0,0.0,0.2797,14.6297,1,0,0
3571,0,629,0.0,6420,1.7978,1,1,24,0,7,0.2624,1,11,6550,1.8342,0.229,9.8966,1,0,0
4114,1173,1,1173.0,6749,1.6405,1,0,0,1,13,0.0815,1,8,0,0.0,0.3658,6.8511,3,0,0
635,0,4673,0.0,70,0.1102,1,0,0,0,5,0.3018,1,6,9,0.0142,0.1884,0.1683,1,0,1
2379,0,302,0.0,2903,1.2203,1,1,74,0,7,0.2825,0,3,7377,3.1009,0.4469,9.9053,4,1,0
616,4727,163,29.0,88787,144.1347,0,1,30,1,13,0.3838,0,0,160,0.2597,0.73,1.6421,2,0,1
194,7,4399,0.0016,23255,119.8711,0,0,0,1,12,0.7918,1,0,75,0.3866,0.7281,0.1344,1,0,1
2638,991,901,1.0999,3764,1.4268,1,1,141,0,15,0.0266,1,0,6888,2.6111,0.4726,13.1515,5,0,0
2230,0,307,0.0,4525,2.0291,1,1,23,0,5,0.2008,0,0,0,0.0,0.1587,14.072,4,0,0
95,2413,843,2.8624,2721,28.6421,1,1,27,1,15,0.1968,0,0,9273,97.6105,0.2358,11.0129,5,1,0
3371,2435,739,3.295,5244,1.5556,1,1,117,0,11,0.0068,1,0,20795,6.1688,0.4644,3.446,2,1,0
334,9,4737,0.0019,147,0.4401,0,0,0,0,20,0.5741,1,1,7,0.021,0.1862,1.6127,1,0,1
712,4391,135,32.5259,55116,77.4101,1,0,0,1,15,0.3332,1,0,79,0.111,0.99,1.3315,1,0,1
2819,1501,636,2.3601,764,0.271,1,1,102,0,8,0.1244,0,0,0,0.0,0.0835,2.7567,4,0,0
2596,1091,275,3.9673,1158,0.4461,1,0,0,0,6,0.1064,0,6,3482,1.3413,0.069,7.2426,2,0,0
4560,610,305,2.0,3917,0.859,1,1,131,0,6,0.1462,0,0,4885,1.0713,0.4788,11.1783,5,0,0
1092,1367,352,3.8835,4319,3.9551,1,1,160,1,7,0.1294,0,12,10237,9.3745,0.3765,4.2219,3,0,0
4905,368,901,0.4084,6002,1.2236,1,1,69,1,12,0.0607,0,10,0,0.0,0.3041,7.2683,4,0,0
4739,0,197,0.0,1749,0.3691,1,1,68,1,12,0.0157,0,0,8743,1.8449,0.2858,4.3178,3,0,0
1743,1135,1418,0.8004,17699,10.1543,0,1,74,0,5,0.0845,0,0,453,0.2599,0.5277,1.6621,1,0,1
160,47,2656,0.0177,7751,48.4438,0,0,0,1,14,0.6396,1,0,64,0.4,0.8025,0.2671,1,0,1
2868,531,809,0.6564,1864,0.6499,1,1,60,0,8,0.278,0,8,3199,1.1154,0.2803,3.9805,3,0,0
2862,996,622,1.6013,1857,0.6488,1,1,135,0,5,0.2416,0,14,9854,3.443,0.0604,3.6708,1,0,0
242,912,701,1.301,14563,60.1777,1,1,35,0,17,0.3769,0,3,352,1.4545,0.6378,3.0571,3,0,1
193,662,714,0.9272,0,0.0,1,1,91,0,6,0.0882,0,0,0,0.0,0.1345,7.3314,2,0,0
102,27,2373,0.0114,21328,209.098,1,0,0,1,13,0.6274,0,0,15,0.1471,0.8754,0.2222,1,0,1
3191,293,1,293.0,0,0.0,1,1,108,1,12,0.1151,0,0,4535,1.4212,0.4202,12.1717,2,0,0
3565,614,490,1.2531,3845,1.0785,1,1,145,0,10,0.1314,0,0,5394,1.513,0.2303,9.6772,1,0,0
255,1378,571,2.4133,1712,6.7137,1,0,0,0,14,0.2098,0,0,307,1.2039,0.5491,0.9207,2,0,1
343,3572,249,14.3454,53910,157.172,1,1,17,0,17,0.3426,0,1,22,0.0641,0.8051,0.4212,2,0,1
878,1971,831,2.3718,5290,6.0251,1,1,119,0,4,0.2281,0,0,8647,9.8485,0.2823,7.1491,4,0,0
1178,653,561,1.164,180,0.1528,1,1,149,1,4,0.0849,0,0,0,0.0,0.2703,3.9317,5,0,0
104,3275,419,7.8162,35477,341.125,0,0,0,0,11,0.2965,0,0,313,3.0096,0.979,1.0729,2,0,1
130,48,875,0.0549,13555,104.2692,1,0,0,0,5,0.4023,1,2,53,0.4077,0.8469,0.5566,1,0,1
2972,1075,881,1.2202,0,0.0,1,1,121,1,12,0.2726,0,0,1904,0.6406,0.4123,4.6216,5,0,0
2980,46,954,0.0482,1513,0.5077,1,1,76,0,14,0.0472,0,0,0,0.0,0.3332,7.8539,5,0,0
587,1409,384,3.6693,16809,28.6354,0,1,31,1,11,0.3424,0,3,1113,1.8961,0.42,0.8006,1,0,1
144,381,889,0.4286,11985,83.2292,1,1,28,0,7,0.1475,0,0,2589,17.9792,0.6917,1.439,3,0,1
2832,0,187,0.0,3423,1.2087,1,1,104,0,8,0.2225,0,2,10137,3.5794,0.0567,11.2119,3,0,0
790,829,205,4.0439,0,0.0,1,1,141,0,7,0.0429,0,0,4133,5.2316,0.1285,10.9918,5,0,0
366,0,540,0.0,4690,12.8142,1,1,122,1,9,0.2072,1,0,3613,9.8716,0.2176,6.3923,3,0,0
597,1,7212,0.0001,166,0.2781,0,0,0,0,8,0.2444,0,0,34,0.057,0.1568,1.1467,1,0,1
3263,1123,730,1.5384,856,0.2623,1,1,54,0,9,0.1912,0,4,0,0.0,0.15,14.9447,1,1,0
3175,0,535,0.0,1474,0.4643,1,1,30,1,5,0.1848,0,0,125,0.0394,0.4014,10.255,2,0,0
1638,0,87,0.0,2298,1.4029,0,1,67,0,15,0.2028,0,13,4200,2.5641,0.0528,4.2861,2,0,0
4385,276,262,1.0534,305,0.0696,1,1,157,1,12,0.1803,0,4,8445,1.9259,0.4059,5.9265,1,0,0
3866,471,1,471.0,0,0.0,1,0,0,0,13,0.2445,0,0,7839,2.0277,0.2507,4.0691,4,0,0
1674,29,505,0.0574,5793,3.4606,0,1,71,1,5,0.2965,0,28,3534,2.1111,0.4771,2.6371,5,0,0
1084,2372,1005,2.3602,8881,8.1928,1,1,55,1,19,0.3658,0,2,906,0.8358,0.4765,2.0573,2,0,1
784,701,1886,0.3717,11399,14.5395,0,1,78,1,20,0.1164,0,0,2016,2.5714,0.3194,3.9702,2,0,1
4703,0,883,0.0,3604,0.7663,0,1,131,0,14,0.0997,0,18,0,0.0,0.4749,6.5088,2,0,0
50,6,4515,0.0013,11607,232.14,0,0,0,1,13,0.408,0,0,53,1.06,0.7226,0.3984,1,0,1
3516,817,386,2.1166,5589,1.5896,1,1,146,0,9,0.1128,0,0,6413,1.8239,0.2953,5.9923,5,0,0
1681,799,27,29.5926,0,0.0,1,1,99,1,7,0.2861,0,16,0,0.0,0.3862,12.6066,5,0,0
1618,0,383,0.0,3817,2.3591,1,1,138,1,10,0.1391,0,0,3819,2.3603,0.3877,7.4548,1,0,0
40,50,3578,0.014,6394,159.85,0,0,0,0,7,0.4271,1,0,85,2.125,0.9441,1.0675,1,0,1
71,543,1,543.0,1807,25.4507,1,0,0,1,4,0.2918,0,0,2720,38.3099,0.1542,12.9916,4,0,0
776,2548,1048,2.4313,2359,3.0399,1,1,94,0,11,0.2418,0,0,1326,1.7088,0.5432,3.9603,3,0,1
429,1216,150,8.1067,0,0.0,1,1,131,1,8,0.1122,0,14,7270,16.9464,0.316,3.2632,1,0,0
823,11,5094,0.0022,72,0.0875,1,1,35,0,10,0.5793,0,2,16,0.0194,0.0369,0.4697,1,0,1
417,0,3030,0.0,200,0.4796,0,0,0,0,14,0.5699,0,7,41,0.0983,0.1897,1.4428,1,0,1
8,34,3049,0.0112,15868,1983.5,0,0,0,1,8,0.5815,1,3,90,11.25,0.9361,0.1374,1,0,1
154,16,4858,0.0033,3,0.0195,0,0,0,0,18,0.5763,1,0,4,0.026,0.2456,1.8106,1,0,1
3190,0,466,0.0,3730,1.1693,1,1,43,0,7,0.2653,0,7,0,0.0,0.1225,14.5277,5,0,0
4036,1670,650,2.5692,0,0.0,1,1,21,1,4,0.2167,0,1,0,0.0,0.4889,10.701,1,0,0
236,5,2942,0.0017,153,0.6483,0,0,0,0,17,0.6189,1,0,24,0.1017,0.2477,1.3227,1,0,1
80,21,2759,0.0076,4216,52.7,1,0,0,1,9,0.4713,1,2,72,0.9,0.6641,0.6095,1,0,1
378,3228,299,10.796,93736,247.9788,1,1,67,0,19,0.1527,0,2,91,0.2407,0.8951,1.78,2,0,1
158,28,1695,0.0165,35690,225.8861,0,0,0,1,9,0.6122,1,3,82,0.519,0.7328,1.3249,1,0,1
732,2301,222,10.3649,75965,103.7773,0,0,0,0,8,0.2368,0,3,492,0.6721,0.972,0.564,1,0,1
4033,615,1,615.0,2259,0.5601,1,1,95,1,5,0.2889,0,6,0,0.0,0.2512,5.2162,4,0,0
33,2399,269,8.9182,54539,1652.697,1,0,0,1,17,0.4876,0,4,405,12.2727,0.9109,1.2308,1,0,1
1601,0,1200,0.0,4790,2.9919,1,1,72,1,13,0.1411,0,0,0,0.0,0.1112,8.2247,2,0,0
3372,0,372,0.0,958,0.2841,1,1,104,0,7,0.1315,0,4,0,0.0,0.1296,8.628,5,0,0
163,8,2238,0.0036,28841,176.9387,0,0,0,0,5,0.4296,1,6,18,0.1104,0.681,1.0345,1,0,1
126,16,1899,0.0084,179,1.4206,1,0,0,0,5,0.2199,0,7,6,0.0476,0.0312,0.7191,1,0,1
2689,0,1,0.0,0,0.0,1,1,40,0,8,0.2235,0,24,7583,2.82,0.3719,13.3321,4,0,0
60,528,55,9.6,13494,224.9,1,0,0,1,18,0.4967,0,0,480,8.0,0.8451,1.2749,1,0,1
400,0,115,0.0,3344,8.36,1,1,53,0,14,0.0263,0,4,3631,9.0775,0.2953,3.5689,2,0,0
109,43,507,0.0848,30163,276.7248,0,0,0,0,20,0.7523,0,6,76,0.6972,0.7616,1.2357,1,0,1
1879,378,1,378.0,4984,2.6525,1,1,94,0,6,0.2241,0,29,0,0.0,0.3667,13.9501,3,0,0
2564,107,618,0.1731,7884,3.0749,1,1,138,0,6,0.1811,0,0,4844,1.8892,0.4568,11.7849,3,0,0
2299,768,529,1.4518,4838,2.1044,1,1,142,1,12,0.0278,0,0,5111,2.2231,0.4625,5.3459,2,0,0
1618,2570,326,7.8834,0,0.0,1,0,0,0,6,0.1313,0,0,1096,0.6774,0.3232,4.69,1,0,0
281,908,233,3.897,11574,41.1886,1,1,28,1,19,0.2372,1,9,645,2.2954,0.5017,2.3577,2,0,1
42,4046,406,9.9655,78489,1868.7857,1,0,0,0,8,0.3278,0,4,291,6.9286,0.7652,1.1443,1,0,1
4856,895,358,2.5,6398,1.3175,1,1,50,0,8,0.2011,1,0,9193,1.8931,0.391,6.0543,4,0,0
3879,0,1,0.0,76,0.0196,1,1,49,0,6,0.2189,0,0,0,0.0,0.395,12.2536,2,0,0
39,29,4579,0.0063,48387,1240.6923,0,1,30,0,14,0.4012,1,4,79,2.0256,0.8056,0.9599,1,0,1
222,698,593,1.1771,11380,51.2613,1,0,0,0,12,0.0923,0,4,1181,5.3198,0.604,1.7254,1,0,1
922,1517,935,1.6225,16510,17.9067,0,1,62,0,7,0.2485,0,3,1384,1.5011,0.3277,1.3038,2,0,1
363,0,386,0.0,0,0.0,1,1,144,1,4,0.1585,0,0,2271,6.2562,0.4518,7.4228,4,0,0
1373,2353,1545,1.523,10537,7.6744,1,0,0,0,8,0.0527,0,0,292,0.2127,0.3076,1.84,3,0,1
519,3018,166,18.1807,83264,160.4316,1,0,0,1,17,0.3486,0,0,247,0.4759,0.9346,0.6152,1,0,1
212,2790,1787,1.5613,14437,68.0991,1,0,0,0,12,0.323,0,1,2927,13.8066,0.4143,2.1039,1,0,1
519,11,1809,0.0061,55,0.106,1,0,0,0,11,0.3635,0,3,4,0.0077,0.0428,0.0465,1,0,1
370,9,3567,0.0025,119,0.3216,1,1,28,0,17,0.534,0,0,31,0.0838,0.0123,0.2182,1,0,1
1819,1988,275,7.2291,7173,3.9434,1,0,0,0,10,0.1033,0,3,2354,1.2941,0.1993,7.3771,3,0,0
3909,389,300,1.2967,4272,1.0929,1,1,92,0,8,0.1708,0,9,0,0.0,0.3738,13.6039,4,0,0
955,0,3475,0.0,164,0.1717,0,0,0,0,10,0.5582,1,1,5,0.0052,0.2169,1.8309,1,0,1
555,158,156,1.0128,96285,173.4865,1,0,0,1,15,0.1908,0,0,262,0.4721,0.9227,1.5251,2,0,1
3174,1224,833,1.4694,9156,2.8847,1,1,100,1,10,0.2072,0,12,4758,1.4991,0.4428,11.5659,1,0,0
4980,1615,577,2.799,1380,0.2771,1,1,82,1,10,0.2163,0,6,9199,1.8472,0.2408,14.0787,1,0,0
4043,504,745,0.6765,1849,0.4573,1,1,97,1,9,0.2597,0,0,0,0.0,0.4138,14.3245,1,0,0
3640,2341,367,6.3787,3185,0.875,1,1,121,0,9,0.0089,0,22,2729,0.7497,0.2101,14.2349,4,0,0
624,432,90,4.8,50666,81.1955,1,1,68,0,7,0.3518,0,0,434,0.6955,0.927,1.4928,2,0,1
4308,1007,106,9.5,2068,0.48,1,1,74,0,11,0.0509,0,0,29,0.0067,0.1374,4.238,1,0,0
619,837,479,1.7474,13030,21.0501,1,1,66,1,13,0.06,0,2,1328,2.1454,0.3617,3.2156,1,0,1
578,982,308,3.1883,19576,33.8685,1,1,46,0,20,0.1605,0,0,32,0.0554,0.938,0.5319,1,0,1
518,0,373,0.0,4482,8.6525,1,1,91,0,6,0.1089,0,0,3447,6.6544,0.4851,9.8756,1,0,0
11,47,2540,0.0185,4715,428.6364,0,0,0,1,10,0.7513,1,0,18,1.6364,0.7109,0.4795,1,0,1
887,10,6841,0.0015,102,0.115,1,1,37,0,14,0.3171,1,0,49,0.0552,0.0192,1.3263,1,0,1
3415,0,908,0.0,1512,0.4428,1,1,91,0,6,0.2122,0,8,5241,1.5347,0.3025,3.6092,5,0,0
663,16,3500,0.0046,148,0.2232,0,0,0,0,16,0.295,1,2,28,0.0422,0.1706,0.2928,1,0,1
731,5,2745,0.0018,17,0.0233,1,1,25,0,7,0.4485,1,0,2,0.0027,0.0849,0.4575,1,0,1
2843,1138,415,2.7422,5359,1.885,1,1,53,0,12,0.0149,0,0,2678,0.942,0.3398,13.8749,1,0,0
3148,1548,621,2.4928,1498,0.4759,1,1,69,1,5,0.0669,0,2,3887,1.2348,0.3083,13.0717,2,0,0
4744,583,695,0.8388,0,0.0,1,1,29,0,14,0.2713,0,0,2407,0.5074,0.0682,14.3761,4,0,0
3,25,2267,0.011,7553,2517.6667,1,0,0,1,5,0.7074,1,0,32,10.6667,0.7615,0.664,1,0,1
760,4381,347,12.6254,32570,42.8553,1,1,18,0,5,0.1155,0,0,470,0.6184,0.8798,1.1322,1,0,1
12,46,3177,0.0145,27274,2272.8333,0,0,0,1,9,0.6932,0,0,49,4.0833,0.8802,0.2198,1,0,1
2186,1291,401,3.2195,0,0.0,1,0,0,0,6,0.1665,0,21,2898,1.3257,0.2429,3.7694,4,0,0
